DrugID	DrugName	SMILES
SmallMolecule_502	Fexofenadine	CC(C)(c1ccc(cc1)C(CCCN2CCC(CC2)C(c3ccccc3)(c4ccccc4)O)O)C(=O)O
SmallMolecule_503	Fidaxomicin	CCc1c(c(c(c(c1Cl)O)Cl)O)C(=O)O[C@@H]2[C@H](O[C@H]([C@H]([C@H]2O)OC)OC/C/3=C\C=C\C[C@@H](/C(=C/[C@@H]([C@H](/C(=C/C(=C/C[C@H](OC3=O)[C@@H](C)O)/C)/C)O[C@H]4[C@H]([C@H]([C@@H](C(O4)(C)C)OC(=O)C(C)C)O)O)CC)/C)O)C
SmallMolecule_504	Filgotinib	c1cc(n2c(c1)nc(n2)NC(=O)C3CC3)c4ccc(cc4)CN5CCS(=O)(=O)CC5.C(=C\C(=O)O)\C(=O)O
SmallMolecule_505	Fimasartan	CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CC(=S)N(C)C)C
SmallMolecule_506	Finasteride	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C
SmallMolecule_507	Finerenone	CCOc1c2c(c(cn1)C)NC(=C([C@H]2c3ccc(cc3OC)C#N)C(=O)N)C
SmallMolecule_508	Fingolimod	CCCCCCCCc1ccc(cc1)CCC(CO)(CO)N
SmallMolecule_509	Fleroxacin	CN1CCN(CC1)c2c(cc3c(c2F)n(cc(c3=O)C(=O)O)CCF)F
SmallMolecule_510	Flibanserin	c1ccc2c(c1)[nH]c(=O)n2CCN3CCN(CC3)c4cccc(c4)C(F)(F)F
SmallMolecule_511	Flomoxef	CO[C@@]1([C@@H]2N(C1=O)C(=C(CO2)CSc3nnnn3CCO)C(=O)O)NC(=O)CSC(F)F
SmallMolecule_512	Florbetapir	CNc1ccc(cc1)/C=C/c2ccc(nc2)OCCOCCOCC[18F]
SmallMolecule_513	Fluconazole	c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O
SmallMolecule_514	Fludarabine	c1nc2c(nc(nc2n1[C@H]3[C@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)F)N
SmallMolecule_515	Flumbatinib	Cc1c(cc(cn1)NC(=O)c2ccc(c(c2)C(F)(F)F)CN3CCN(CC3)C)Nc4nccc(n4)c5cccnc5
SmallMolecule_516	Flunisolide	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
SmallMolecule_517	Fluocinolone	C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O
SmallMolecule_518	Fluocinonide	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C
SmallMolecule_519	Fluorouracil	c1c(c(=O)[nH]c(=O)[nH]1)F
SmallMolecule_520	Fluoxetine	CNCCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F
SmallMolecule_521	Flurbiprofen	CC(c1ccc(c(c1)F)c2ccccc2)C(=O)O
SmallMolecule_522	Flurithromycin	CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O
SmallMolecule_523	Fluticasone	CCC(=O)O[C@@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)SCF
SmallMolecule_524	Flutrimazole	c1ccc(cc1)C(c2ccc(cc2)F)(c3ccccc3F)n4ccnc4
SmallMolecule_525	Fluvastatin	CC(C)n1c2ccccc2c(c1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)c3ccc(cc3)F
SmallMolecule_526	Fluvoxamine	COCCCC/C(=N\OCCN)/c1ccc(cc1)C(F)(F)F
SmallMolecule_527	Fomepizole	Cc1c[nH]nc1
SmallMolecule_528	Fondaparinux	CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COS(=O)(=O)[O-])O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
SmallMolecule_529	Formestane	C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
SmallMolecule_530	Formoterol	C[C@H](Cc1ccc(cc1)OC)NC[C@@H](c2ccc(c(c2)NC=O)O)O
SmallMolecule_531	Forodesine	c1c(c2c([nH]1)c(=O)nc[nH]2)[C@H]3[C@@H]([C@@H]([C@H](N3)CO)O)O
SmallMolecule_532	Fosamprenavir	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)OP(=O)(O)O)S(=O)(=O)c3ccc(cc3)N
SmallMolecule_533	Fosaprepitant	C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)Cc3[nH]c(=O)n(n3)P(=O)(O)O)c4ccc(cc4)F
SmallMolecule_534	Foscarnet	C(=O)([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
SmallMolecule_535	Fosfluconazole	c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)OP(=O)(O)O
SmallMolecule_536	Fosfomycin	C[C@H]1[C@H](O1)P(=O)(O)O.C(C(CO)(CO)N)O
SmallMolecule_537	Fosinopril	CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3
SmallMolecule_538	Fosphenytoin	c1ccc(cc1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)c3ccccc3
SmallMolecule_539	Fosravuconazole	CCO.C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](Cn3cncn3)(c4ccc(cc4F)F)OCOP(=O)(O)O.C(CCN)C[C@@H](C(=O)O)N
SmallMolecule_540	Fostamatinib	CC1(C(=O)N(c2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)COP(=O)([O-])[O-])C.O.O.O.O.O.O.[Na+].[Na+]
SmallMolecule_541	Fostemsavir	Cc1ncn(n1)c2c3c(c(cn2)OC)c(cn3COP(=O)(O)O)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5.C(C(CO)(CO)N)O
SmallMolecule_542	Fotemustine	CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC
SmallMolecule_543	Frovatriptan	CN[C@@H]1CCc2c(c3cc(ccc3[nH]2)C(=O)N)C1
SmallMolecule_544	Fruquintinib	Cc1c(c2ccc(cc2o1)Oc3c4cc(c(cc4ncn3)OC)OC)C(=O)NC
SmallMolecule_545	Fudosteine	C(CO)CSC[C@@H](C(=O)O)N
SmallMolecule_546	Fulvestrant	C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O
SmallMolecule_547	Furosemide	c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl
SmallMolecule_548	Fuzuloparib	c1ccc2c(c1)c(n[nH]c2=O)Cc3ccc(c(c3)C(=O)N4CCn5c(nc(n5)C(F)(F)F)C4)F
SmallMolecule_549	Gabapentin	C1CCC(CC1)(CC(=O)O)CN
SmallMolecule_550	Gabexate	CCOC(=O)c1ccc(cc1)OC(=O)CCCCCNC(=N)N.CS(=O)(=O)O
SmallMolecule_551	Gadobutrol	C1CN2CCN(CCN3CCN1CC(=O)O[Gd](OC(=O)C2)OC(=O)C3)[C@H](CO)[C@@H](CO)O
SmallMolecule_552	Gadoversetamide	COCCNC(=O)CN(CCN(CCN(CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
SmallMolecule_553	Galantamine	CN1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O
SmallMolecule_554	Ganciclovir	c1nc2c(n1COC(CO)CO)[nH]c(nc2=O)N
SmallMolecule_555	Garenoxacin	C[C@@H]1c2ccc(cc2CN1)c3ccc4c(c3OC(F)F)n(cc(c4=O)C(=O)O)C5CC5
SmallMolecule_556	Gatifloxacin	CC1CN(CCN1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)F
SmallMolecule_557	Gefitinib	COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F
SmallMolecule_558	Gemcitabine	c1cn(c(=O)nc1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F
SmallMolecule_559	Gemfibrozil	Cc1ccc(c(c1)OCCCC(C)(C)C(=O)O)C
SmallMolecule_560	Gemifloxacin	CO/N=C/1\CN(CC1CN)c2c(cc3c(=O)c(cn(c3n2)C4CC4)C(=O)O)F
SmallMolecule_561	Gemigliptin	C1CN(Cc2c1c(nc(n2)C(F)(F)F)C(F)(F)F)C(=O)C[C@@H](CN3CC(CCC3=O)(F)F)N.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
SmallMolecule_562	Gentamicin	C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)N.C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC.C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O
SmallMolecule_563	Gestrinone	CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O
SmallMolecule_564	Gilteritinib	CCc1c(nc(c(n1)C(=O)N)Nc2ccc(c(c2)OC)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5
SmallMolecule_565	Ginsenoside	CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O)C
SmallMolecule_566	Glasdegib	CN1CC[C@H](C[C@@H]1c2[nH]c3ccccc3n2)NC(=O)Nc4ccc(cc4)C#N.C(=C\C(=O)O)\C(=O)O
SmallMolecule_567	Gliclazide	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
SmallMolecule_568	Glutamine	C(CC(=O)N)[C@@H](C(=O)O)N
SmallMolecule_569	Glycerol	c1ccc(cc1)CCCC(=O)OCC(COC(=O)CCCc2ccccc2)OC(=O)CCCc3ccccc3
SmallMolecule_570	Glycopyrronium	C[N+]1(CC[C@@H](C1)OC(=O)[C@@](c2ccccc2)(C3CCCC3)O)C.[Br-]
SmallMolecule_571	Glycyrrhizic	C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
SmallMolecule_572	Golotimod	c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)O)NC(=O)CC[C@H](C(=O)O)N
SmallMolecule_573	Gosogliptin	c1cnc(nc1)N2CCN(CC2)[C@H]3C[C@H](NC3)C(=O)N4CCC(C4)(F)F
SmallMolecule_574	Granisetron	Cn1c2ccccc2c(n1)C(=O)N[C@H]3C[C@H]4CCC[C@@H](C3)N4C
SmallMolecule_575	Grazoprevir	CC(C)(C)[C@H]1C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)Oc5c(nc6ccc(cc6n5)OC)CCCCC[C@@H]7C[C@H]7OC(=O)N1.O
SmallMolecule_576	Guaimesal	CC1(Oc2ccccc2C(=O)O1)Oc3ccccc3OC
SmallMolecule_577	Guanfacine	c1cc(c(c(c1)Cl)CC(=O)NC(=N)N)Cl.Cl
SmallMolecule_578	Gusperimus	C(CCCNC(=N)N)CCC(=O)NC(C(=O)NCCCCNCCCN)O.Cl.Cl.Cl
SmallMolecule_579	Halobetasol	CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl
SmallMolecule_580	Halofantrine	CCCCN(CCCC)CCC(c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O.Cl
SmallMolecule_581	Halometasone	C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F
SmallMolecule_582	Hematoporphyrin	Cc1/c/2c/c3n/c(c\c4c(c(c([nH]4)/cc/5\nc(/cc(/c1CCC(=O)O)\[nH]2)C(=C5C)CCC(=O)O)C)C(C)O)/C(=C3C(C)O)C
SmallMolecule_583	Heme	Cc1/c/2c/c3n/c(c\c4c(c(c/5n4[Fe]n2/c(/c1CCC(=O)O)c\c6n/c(c5)/C(=C6CCC(=O)O)C)C=C)C)/C(=C3C)C=C.C(C[C@@H](C(=O)O)N)CNC(=N)N
SmallMolecule_584	Hemporfin	Cc1c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c(c1CCC(=O)O)[nH]2)/C(=C5C)CCC(=O)O)C)C(C)OC)C(=C3C(C)O)C.Cc1c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c(c1CCC(=O)O)[nH]2)/C(=C5C)CCC(=O)O)C)C(C)O)C(=C3C(C)OC)C
SmallMolecule_585	Hetrombopag	CC\1=NN(C(=O)/C1=N\Nc2cccc(c2O)c3ccc(o3)C(=O)O)c4ccc5c(c4)CC5
SmallMolecule_586	Hormonin	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O.C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)O.C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@H]([C@@H]2O)O)O
SmallMolecule_587	Huperzine	C/C=C/1\[C@@H]2Cc3c(ccc(=O)[nH]3)[C@]1(CC(=C2)C)N
SmallMolecule_588	Hydrocodone	CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)OC.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O.O
SmallMolecule_589	Hydrocortisone	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O
SmallMolecule_590	Hydromorphone	CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5)O
SmallMolecule_591	Hydroxocobalamin	Cc1cc2c(cc1C)n(cn2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)C(=N7C=C(/C=C\8/C([C@@H](C(=N8)/C(=C4\N5[Co+]O)/C)CCC(=O)N)(C)C)[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O
SmallMolecule_592	Hydroxycarbamide	C(=O)(N)NO
SmallMolecule_593	Hydroxyprogesterone	CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C
SmallMolecule_594	Ibandronic	CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
SmallMolecule_595	Ibrexafungerp	C[C@H](C(C)C)[C@]1(CC[C@@]2([C@H]3CC[C@H]4[C@]5(COC[C@]4(C3=CC[C@]2([C@@H]1C(=O)O)C)C[C@H]([C@@H]5OC[C@@](C)(C(C)(C)C)N)n6c(ncn6)c7ccncc7)C)C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
SmallMolecule_596	Ibrutinib	C=CC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N
SmallMolecule_597	Ibudilast	CC(C)c1c(c2ccccn2n1)C(=O)C(C)C
SmallMolecule_598	Ibuprofen	CC(C)Cc1ccc(cc1)C(C)C(=O)O
SmallMolecule_599	Ibutilide	CCCCCCCN(CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O.C(=C/C(=O)O)\C(=O)O
SmallMolecule_600	Icosapent	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
SmallMolecule_601	Icotinib	C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4.Cl
SmallMolecule_602	Idebenone	CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO
SmallMolecule_603	Idelalisib	CC[C@@H](c1nc2cccc(c2c(=O)n1c3ccccc3)F)Nc4c5c([nH]cn5)ncn4
SmallMolecule_604	Idoxuridine	c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)I
SmallMolecule_605	Iguratimod	CS(=O)(=O)Nc1cc2c(cc1Oc3ccccc3)c(=O)c(co2)NC=O
SmallMolecule_606	Ilaprazole	Cc1c(ccnc1CS(=O)c2[n-]c3ccc(cc3n2)n4cccc4)OC.[Na+]
SmallMolecule_607	Iloperidone	CC(=O)c1ccc(c(c1)OC)OCCCN2CCC(CC2)c3c4ccc(cc4on3)F
SmallMolecule_608	Iloprost	CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O
SmallMolecule_609	Imatinib	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
SmallMolecule_610	Imeglimin	C[C@@H]1NC(=NC(=N1)N)N(C)C
SmallMolecule_611	Imidafenacin	Cc1nccn1CCC(c2ccccc2)(c3ccccc3)C(=O)N
SmallMolecule_612	Imidapril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O
SmallMolecule_613	Imidazole	c1ccc(c(c1)C(=O)O)O.c1cnc[nH]1
SmallMolecule_614	Imidazolyl	c1c(nc[nH]1)CCNC(=O)CCCC(=O)O
SmallMolecule_615	Imiquimod	CC(C)Cn1cnc2c1c3ccccc3nc2N
SmallMolecule_616	Imrecoxib	CCCN1CC(=C(C1=O)c2ccc(cc2)C)c3ccc(cc3)S(=O)(=O)C
SmallMolecule_617	Incadronic	C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O
SmallMolecule_618	Indacaterol	CCc1cc2c(cc1CC)CC(C2)NC[C@@H](c3ccc(c4c3ccc(=O)[nH]4)O)O
SmallMolecule_619	Indeloxazine	c1cc2c(c(c1)OCC3CNCCO3)CC=C2
SmallMolecule_620	Indinavir	CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](Cc2ccccc2)C(=O)N[C@H]3c4ccccc4C[C@H]3O)O)Cc5cccnc5.OS(=O)(=O)O
SmallMolecule_621	Indisetron	CN1CC2CC(CC(C1)N2C)NC(=O)c3c4ccccc4[nH]n3.Cl.Cl
SmallMolecule_622	Indometacin	Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)O
SmallMolecule_623	Indoramin	c1ccc(cc1)C(=O)NC2CCN(CC2)CCc3c[nH]c4c3cccc4
SmallMolecule_624	Infigratinib	CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl
SmallMolecule_625	Ipragliflozin	c1ccc2c(c1)cc(s2)Cc3cc(ccc3F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
SmallMolecule_626	Ipratropium	CC(C)[N+]1([C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3)C.[Br-]
SmallMolecule_627	Irbesartan	CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5
SmallMolecule_628	Irinotecan	CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7
SmallMolecule_629	Irsogladine	c1cc(c(cc1Cl)c2nc(nc(n2)N)N)Cl.C(=C\C(=O)O)\C(=O)O
SmallMolecule_630	Isavuconazonium	C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](Cn3c[n+](cn3)C(C)OC(=O)N(C)c4c(cccn4)COC(=O)CNC)(c5cc(ccc5F)F)O.[Cl-]
SmallMolecule_631	Isodibut	c1cc2cccc3c2c(c1)C(=O)N(C3=O)CCCC(=O)O
SmallMolecule_632	Isopropyl	CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O
SmallMolecule_633	Isosorbide	C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O
SmallMolecule_634	Isotretinoin	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
SmallMolecule_635	Isradipine	CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc3c2non3)C(=O)OC
SmallMolecule_636	Istradefylline	CCn1c2c(c(=O)n(c1=O)CC)n(c(n2)/C=C/c3ccc(c(c3)OC)OC)C
SmallMolecule_637	Itopride	CN(C)CCOc1ccc(cc1)CNC(=O)c2ccc(c(c2)OC)OC.Cl
SmallMolecule_638	Itraconazole	CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl
SmallMolecule_639	Ivabradine	CN(CCCN1CCc2cc(c(cc2CC1=O)OC)OC)C[C@H]3Cc4c3cc(c(c4)OC)OC.Cl
SmallMolecule_640	Ivacaftor	CC(C)(C)c1cc(c(cc1NC(=O)c2c[nH]c3ccccc3c2=O)O)C(C)(C)C
SmallMolecule_641	Ivermectin	CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)O[C@@H]1C(C)C
SmallMolecule_642	Ivosidenib	c1ccc(c(c1)[C@@H](C(=O)NC2CC(C2)(F)F)N(c3cc(cnc3)F)C(=O)[C@@H]4CCC(=O)N4c5cc(ccn5)C#N)Cl
SmallMolecule_643	Ixabepilone	Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@](O3)(CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)N2)O)(C)C)C)O)C)C
SmallMolecule_644	Ixazomib	B1(OC(=O)C(O1)(CC(=O)O)CC(=O)O)[C@H](CC(C)C)NC(=O)CNC(=O)c2cc(ccc2Cl)Cl
SmallMolecule_645	Ketanserin	c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F
SmallMolecule_646	Ketoconazole	CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl
SmallMolecule_647	Ketoprofen	CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O
SmallMolecule_648	Ketorolac	c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O
SmallMolecule_649	Ketotifen	CN1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1
SmallMolecule_650	Lacidipine	CCOC(=O)C1=C(NC(=C(C1c2ccccc2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C
SmallMolecule_651	Lacosamide	CC(=O)N[C@H](COC)C(=O)NCc1ccccc1
SmallMolecule_652	Lactitol	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O
SmallMolecule_653	Lafutidine	c1cc(oc1)CS(=O)CC(=O)NC/C=C\COc2cc(ccn2)CN3CCCCC3
SmallMolecule_654	Lamivudine	c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO
SmallMolecule_655	Lamotrigine	c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N
SmallMolecule_656	Landiolol	CC1(OC[C@H](O1)COC(=O)CCc2ccc(cc2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C
SmallMolecule_657	Laninamivir	CCCCCCCC(=O)OC[C@H]([C@H]([C@H]1[C@@H]([C@H](C=C(O1)C(=O)O)NC(=N)N)NC(=O)C)OC)O
SmallMolecule_658	Lanoconazole	c1ccc(c(c1)C2CS/C(=C(/C#N)\n3ccnc3)/S2)Cl
SmallMolecule_659	Lansoprazole	Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCC(F)(F)F
SmallMolecule_660	Lanthanum	C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3]
SmallMolecule_661	Lapatinib	CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F
SmallMolecule_662	Larotrectinib	c1cc(c(cc1F)[C@H]2CCCN2c3ccn4c(n3)c(cn4)NC(=O)N5CC[C@@H](C5)O)F.OS(=O)(=O)O
