smiles_list,Drug_ID,Drug Name
CCN1CCN(CC1)c2ccc(cc2)Nc3cc(ncn3)N(C)C(=O)Nc4c(c(cc(c4Cl)OC)OC)Cl,SmallMolecule_624,Infigratinib
c1ccc2c(c1)cc(s2)Cc3cc(ccc3F)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,SmallMolecule_625,Ipragliflozin
CC(C)[N+]1([C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3)C,SmallMolecule_626,Ipratropium
CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5,SmallMolecule_627,Irbesartan
CCc1c2cc(ccc2nc-3c1Cn4c3cc5c(c4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,SmallMolecule_628,Irinotecan
c1cc(c(cc1Cl)c2nc(nc(n2)N)N)Cl,SmallMolecule_629,Irsogladine
C[C@@H](c1nc(cs1)c2ccc(cc2)C#N)[C@](Cn3c[n+](cn3)C(C)OC(=O)N(C)c4c(cccn4)COC(=O)CNC)(c5cc(ccc5F)F)O,SmallMolecule_630,Isavuconazonium
c1cc2cccc3c2c(c1)C(=O)N(C3=O)CCCC(=O)O,SmallMolecule_631,Isodibut
CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O,SmallMolecule_632,Isopropyl
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,SmallMolecule_634,Isotretinoin
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc3c2non3)C(=O)OC,SmallMolecule_635,Isradipine
CCn1c2c(c(=O)n(c1=O)CC)n(c(n2)/C=C/c3ccc(c(c3)OC)OC)C,SmallMolecule_636,Istradefylline
CN(C)CCOc1ccc(cc1)CNC(=O)c2ccc(c(c2)OC)OC,SmallMolecule_637,Itopride
CCC(C)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5CO[C@](O5)(Cn6cncn6)c7ccc(cc7Cl)Cl,SmallMolecule_638,Itraconazole
CN(CCCN1CCc2cc(c(cc2CC1=O)OC)OC)C[C@H]3Cc4c3cc(c(c4)OC)OC,SmallMolecule_639,Ivabradine
CC(C)(C)c1cc(c(cc1NC(=O)c2c[nH]c3ccccc3c2=O)O)C(C)(C)C,SmallMolecule_640,Ivacaftor
c1ccc(c(c1)[C@@H](C(=O)NC2CC(C2)(F)F)N(c3cc(cnc3)F)C(=O)[C@@H]4CCC(=O)N4c5cc(ccn5)C#N)Cl,SmallMolecule_642,Ivosidenib
Cc1nc(cs1)/C=C(\C)/[C@@H]2C[C@H]3[C@](O3)(CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)N2)O)(C)C)C)O)C)C,SmallMolecule_643,Ixabepilone
B1(OC(=O)C(O1)(CC(=O)O)CC(=O)O)[C@H](CC(C)C)NC(=O)CNC(=O)c2cc(ccc2Cl)Cl,SmallMolecule_644,Ixazomib
c1ccc2c(c1)c(=O)n(c(=O)[nH]2)CCN3CCC(CC3)C(=O)c4ccc(cc4)F,SmallMolecule_645,Ketanserin
CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl,SmallMolecule_646,Ketoconazole
CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,SmallMolecule_647,Ketoprofen
c1ccc(cc1)C(=O)c2ccc3n2CCC3C(=O)O,SmallMolecule_648,Ketorolac
CN1CCC(=C2c3ccccc3CC(=O)c4c2ccs4)CC1,SmallMolecule_649,Ketotifen
CCOC(=O)C1=C(NC(=C(C1c2ccccc2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,SmallMolecule_650,Lacidipine
CC(=O)N[C@H](COC)C(=O)NCc1ccccc1,SmallMolecule_651,Lacosamide
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,SmallMolecule_652,Lactitol
c1cc(oc1)CS(=O)CC(=O)NC/C=C\COc2cc(ccn2)CN3CCCCC3,SmallMolecule_653,Lafutidine
c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,SmallMolecule_654,Lamivudine
c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,SmallMolecule_655,Lamotrigine
CC1(OC[C@H](O1)COC(=O)CCc2ccc(cc2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C,SmallMolecule_656,Landiolol
CCCCCCCC(=O)OC[C@H]([C@H]([C@H]1[C@@H]([C@H](C=C(O1)C(=O)O)NC(=N)N)NC(=O)C)OC)O,SmallMolecule_657,Laninamivir
c1ccc(c(c1)C2CS/C(=C(/C#N)\n3ccnc3)/S2)Cl,SmallMolecule_658,Lanoconazole
Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCC(F)(F)F,SmallMolecule_659,Lansoprazole
CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,SmallMolecule_661,Lapatinib
c1cc(c(cc1F)[C@H]2CCCN2c3ccn4c(n3)c(cn4)NC(=O)N5CC[C@@H](C5)O)F,SmallMolecule_662,Larotrectinib
COc1c2c(cc(c1N3C[C@@H]([C@@H](C3)F)CNC4CC4)F)c(=O)c(cn2CCF)C(=O)O,SmallMolecule_663,Lascufloxacin
CN1CCC(CC1)C(=O)c2cccc(n2)NC(=O)c3c(cc(cc3F)F)F,SmallMolecule_664,Lasmiditan
CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1CC[C@H](CCc2ccccc2)O)O)O,SmallMolecule_665,Latanoprost
c1ccc(cc1)CC[C@@H](CC[C@H]2[C@@H](C[C@@H]([C@@H]2C/C=C\CCCC(=O)OCCCCO[N+](=O)[O-])O)O)O,SmallMolecule_666,Latanoprostene
CN(C)Cc1cn(nc1c2ccccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N5CCOCC5)NC(=O)C=C,SmallMolecule_667,Lazertinib
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@@H]4CC[C@H](C[C@H]4O)N)C,SmallMolecule_668,Lefamulin
Cc1c(cno1)C(=O)Nc2ccc(cc2)C(F)(F)F,SmallMolecule_669,Leflunomide
Cc1c(cnc(n1)C)OC[C@]2(C[C@H]2C(=O)Nc3ccc(cn3)F)c4cccc(c4)F,SmallMolecule_670,Lemborexant
c1cc2c(c(c1)N)CN(C2=O)C3CCC(=O)NC3=O,SmallMolecule_671,Lenalidomide
COc1cc2c(cc1C(=O)N)c(ccn2)Oc3ccc(c(c3)Cl)NC(=O)NC4CC4,SmallMolecule_672,Lenvatinib
CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c3ccccc3)c4cccc(c4)[N+](=O)[O-])C(=O)OC,SmallMolecule_673,Lercanidipine
c1ccc2c(c1)c(ccc2n3c(nnc3Br)SCC(=O)O)C4CC4,SmallMolecule_674,Lesinurad
COc1cccc(c1)N2CCN(CC2)C3=Nc4c(cccc4F)[C@@H](N3c5cc(ccc5OC)C(F)(F)F)CC(=O)O,SmallMolecule_675,Letermovir
c1cc(ccc1C#N)C(c2ccc(cc2)C#N)n3cncn3,SmallMolecule_676,Letrozole
CC(C)(C)NC[C@@H](c1ccc(c(c1)CO)O)O,SmallMolecule_677,Levalbuterol
c1ccc(cc1)[C@H]2CN3CCSC3=N2,SmallMolecule_678,Levamisole
CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCCN,SmallMolecule_679,Levamlodipine
CCCCN1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,SmallMolecule_681,Levobupivacaine
C[C@H]1[C@@](CCN(C1)[C@H]2CC[C@@](CC2)(c3ccc(cc3)F)C#N)(C(=O)O)c4ccccc4,SmallMolecule_682,Levocabastine
c1ccc(cc1)[C@H](c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O,SmallMolecule_684,Levocetirizine
C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,SmallMolecule_686,Levofloxacin
CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@@H]3CO[C@@](O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl,SmallMolecule_687,Levoketoconazole
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccccc2,SmallMolecule_688,Levomilnacipran
C[C@H]1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)O)F)C(=O)O,SmallMolecule_689,Levonadifloxacin
CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,SmallMolecule_690,Levonorgesterol
Cc1ncc(n1C[C@@H](CCl)O)[N+](=O)[O-],SmallMolecule_691,Levornidazole
C[C@@H]1CC(=O)NN=C1c2ccc(cc2)NN=C(C#N)C#N,SmallMolecule_692,Levosimendan
c1c(cc(c(c1I)Oc2cc(c(c(c2)I)O)I)I)C[C@@H](C(=O)[O-])N,SmallMolecule_693,Levothyroxine
CCN(CC)CC(=O)Nc1c(cccc1C)C,SmallMolecule_694,Lidocaine
CS(=O)(=O)c1cccc(c1)C[C@@H](C(=O)O)NC(=O)c2c(cc3c(c2Cl)CCN(C3)C(=O)c4ccc5ccoc5c4)Cl,SmallMolecule_695,Lifitegrast
CCCC[C@H](C)C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCC/C=C/C(=O)O)O)O,SmallMolecule_697,Limaprost
CC#CCn1c2c(nc1N3CCC[C@H](C3)N)n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,SmallMolecule_698,Linagliptin
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,SmallMolecule_699,Linezolid
CN(c1cccc(n1)OC)C(=S)Oc2ccc3c(c2)CCCC3,SmallMolecule_700,Liranaftate
C[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)N,SmallMolecule_701,Lisdexamfetamine
c1ccc(cc1)CC[C@@H](C(=O)O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)O,SmallMolecule_702,Lisinopril
C[C@H]1C(=O)O[Pt]O1,SmallMolecule_704,Lobaplatin
CN(CCOc1ccc(cc1)CC2C(=O)NC(=O)S2)c3cc(ncn3)Oc4ccc(cc4)OC,SmallMolecule_705,Lobeglitazone
CC(C1=NCCN1)Oc2c(cccc2Cl)Cl,SmallMolecule_707,Lofexidine
CCn1cc(c(=O)c2c1c(c(c(c2)F)N3CCNC(C3)C)F)C(=O)O,SmallMolecule_708,Lomefloxacin
COc1ccc(c(c1OC)OC)CN2CCN(CC2)C(c3ccc(cc3)F)c4ccc(cc4)F,SmallMolecule_709,Lomerizine
c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)NC3CCN(CC3)CCCCC4(c5ccccc5-c6c4cccc6)C(=O)NCC(F)(F)F,SmallMolecule_710,Lomitapide
c1c(cc(c2c1CCc3cc(cnc3[C@@H]2C4CCN(CC4)C(=O)CC5CCN(CC5)C(=O)N)Br)Br)Cl,SmallMolecule_711,Lonafarnib
c1ccc2c(c1)c(nn2Cc3ccc(cc3Cl)Cl)C(=O)O,SmallMolecule_712,Lonidamine
CN(C(=O)C(c1ccccc1)(c2ccccc2)CC[N@+]3(CC[C@](CC3)(O)c4ccc(cc4)Cl)[O-])C,SmallMolecule_713,Loperamide
CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2nccc4)Cl)CC1,SmallMolecule_714,Loratadine
c1ccc(c(c1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O)Cl,SmallMolecule_715,Lorazepam
C[C@@H]1c2cc(ccc2C(=O)N(Cc3c(c(n(n3)C)C#N)-c4cc(c(nc4)N)O1)C)F,SmallMolecule_716,Lorlatinib
CN1C(=C(c2c(cc(s2)Cl)S1(=O)=O)O)C(=O)Nc3ccccn3,SmallMolecule_718,Lornoxicam
CCCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)CO)Cl,SmallMolecule_719,Losartan
CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl,SmallMolecule_720,Loteprednol
CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,SmallMolecule_721,Lovastatin
CN1CCN(CC1)C2=Nc3ccccc3Oc4c2cc(cc4)Cl,SmallMolecule_722,Loxapine
CC(c1ccc(cc1)CC2CCCC2=O)C(=O)O,SmallMolecule_723,Loxoprofen
CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F,SmallMolecule_724,Lubiprostone
c1cc(c(cc1Cl)Cl)[C@@H]2CS/C(=C(/C#N)\n3ccnc3)/S2,SmallMolecule_725,Luliconazole
Cc1ccc(c(c1)CC(=O)O)Nc2c(cccc2Cl)F,SmallMolecule_727,Lumiracoxib
c1ccc2c(c1)c(ns2)N3CCN(CC3)C[C@@H]4CCCC[C@H]4CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,SmallMolecule_728,Lurasidone
Cc1cc2c(c(c1OC)O)[C@@H]3[C@@H]4[C@H]5c6c(c7c(c(c6OC(=O)C)C)OCO7)[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)c9c(c1cc(ccc1[nH]9)OC)CCN8,SmallMolecule_729,Lurbinectedin
CCOc1ccc(cc1)Cc2cc(c(cc2C)OC)[C@H]3[C@@H]([C@H]([C@@H]([C@H](S3)CO)O)O)O,SmallMolecule_730,Luseogliflozin
CCCCCCO[C@@H](C)c1cccc(c1OC)c2csc(n2)NC(=O)c3cc(c(c(c3)Cl)/C=C(\C)/C(=O)O)Cl,SmallMolecule_731,Lusutrombopag
CC(C)(C(=O)N[C@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](Cc3c[nH]c4c3cccc4)NC=O)N,SmallMolecule_732,Macimorelin
CCCNS(=O)(=O)Nc1c(c(ncn1)OCCOc2ncc(cn2)Br)c3ccc(cc3)Br,SmallMolecule_733,Macitentan
CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(c3ccccc3)c4ccccc4)c5cccc(c5)[N+](=O)[O-])C(=O)OC,SmallMolecule_736,Manidipine
CCCCC1([C@@H]([C@@H](c2c(ccc(c2)N(C)C)S(=O)(=O)C1)c3ccc(cc3)OCc4ccc(cc4)C[N@@+]56CCN(CC5)CC6)O)CCCC,SmallMolecule_737,Maralixibat
Cc1nnc(n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@@H](c4ccccc4)NC(=O)C5CCC(CC5)(F)F)C(C)C,SmallMolecule_738,Maraviroc
CC(C)Nc1nc2cc(c(cc2n1[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)Cl)Cl,SmallMolecule_739,Maribavir
C[C@@H]([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C)OCCC(C)(C)O,SmallMolecule_740,Maxacalcitol
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,SmallMolecule_741,Maxmarvil
c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])C(=O)C2C(=O)CCCC2=O,SmallMolecule_742,Mdknitisinone
COC(=O)Nc1[nH]c2ccc(cc2n1)C(=O)c3ccccc3,SmallMolecule_743,Mebendazole
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,SmallMolecule_748,Medroxyprogesterone
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,SmallMolecule_749,Megestrol
CC(=O)NCCc1c[nH]c2c1cc(cc2)OC,SmallMolecule_750,Melatonin
COC(=O)[C@H](Cc1ccc(c(c1)O)O)N,SmallMolecule_751,Melevodopa
Cc1cnc(s1)NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O,SmallMolecule_752,Meloxicam
c1cc(ccc1C[C@@H](C(=O)O)N)N(CCCl)CCCl,SmallMolecule_753,Melphalan
CC1=C(C(=O)c2ccccc2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,SmallMolecule_755,Menatetrenone
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,SmallMolecule_758,Meropenem
Cc1c(c(=O)n(n1C)c2ccccc2)N(C)CS(=O)(=O)[O-],SmallMolecule_761,Metamizole
Cc1cc(cc(c1)OCC2CNC(=O)O2)C,SmallMolecule_762,Metaxalone
Cn1cc2c3c1cccc3[C@H]4C[C@H](CN([C@@H]4C2)C)CNC(=O)OCc5ccccc5,SmallMolecule_763,Metergoline
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2,SmallMolecule_765,Methadone
CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,SmallMolecule_766,Methotrexate
C[N@@+]1(CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O)CC6CC6,SmallMolecule_768,Methylnaltrexone
COC(=O)C(c1ccccc1)C2CCCCN2,SmallMolecule_769,Methylphenidate
CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2C[C@@H](C4=CC(=O)C=C[C@]34C)C)O)C)C(=O)COC(=O)C,SmallMolecule_770,Methylprednisolone
CN(C)c1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C,SmallMolecule_771,Methylthioninium
CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,SmallMolecule_773,Metoclopramide
CC(C)NCC(COc1ccc(cc1)CCOC)O,SmallMolecule_774,Metoprolol
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,SmallMolecule_775,Metrifonate
CC(C)(c1cccnc1)C(=O)c2cccnc2,SmallMolecule_776,Metyrapone
c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,SmallMolecule_778,Miconazole
Cc1ncc2n1-c3ccc(cc3C(=NC2)c4ccccc4F)Cl,SmallMolecule_779,Midazolam
COc1ccc(c(c1)C(CNC(=O)CN)O)OC,SmallMolecule_780,Midodrine
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,SmallMolecule_781,Midostaurin
CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)c5ccc(cc5)N(C)C)C)O,SmallMolecule_783,Mifepristone
CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,SmallMolecule_784,Mifepristonemisoprostol
C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,SmallMolecule_786,Miglitol
CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,SmallMolecule_787,Miglustat
CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)c2ccccc2,SmallMolecule_788,Milnacipran
Cc1c(cc(c(=O)[nH]1)C#N)c2ccncc2,SmallMolecule_789,Milrinone
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,SmallMolecule_790,Miltefosine
Cc1cc(nnc1NCCN2CCOCC2)c3ccccc3,SmallMolecule_791,Minaprine
CN(C)c1ccc(c2c1C[C@H]3C[C@H]4[C@@H](C(=C(C(=O)[C@]4(C(=C3C2=O)O)O)C(=O)N)O)N(C)C)O,SmallMolecule_792,Minocycline
c1ccn2c(c1)ncc2CC(O)(P(=O)(O)O)P(=O)(O)O,SmallMolecule_793,Minodronic
c1ccc(cc1)[C@H](CNCCc2ccc(cc2)NC(=O)Cc3csc(n3)N)O,SmallMolecule_794,Mirabegron
CCCCCCCCCCCCCC(=O)O[Pt]OC(=O)CCCCCCCCCCCCC,SmallMolecule_795,Miriplatin
CCCc1cn(c2c1nc([nH]c2=O)c3cc(ccc3OCCC)S(=O)(=O)N4CCN(CC4)CCO)CC,SmallMolecule_796,Mirodenafil
CCC1=C[C@@H]2[C@H](C1)C[C@@]2(CC(=O)O)CN,SmallMolecule_797,Mirogabalin
CN1CCN2c3c(cccn3)Cc4ccccc4C2C1,SmallMolecule_798,Mirtazapine
CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,SmallMolecule_799,Misoprostol
c1ccc(cc1)C[C@@H](CC(=O)N2C[C@H]3CCCC[C@H]3C2)C(=O)O,SmallMolecule_800,Mitiglinide
CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,SmallMolecule_801,Mitomycin
c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl,SmallMolecule_802,Mitotane
c1cc(c2c(c1NCCNCCO)C(=O)c3c(ccc(c3C2=O)O)O)NCCNCCO,SmallMolecule_803,Mitoxantrone
Cc1cnc(s1)NC(=O)C(=C2SCS2)C(=O)OC(C)C,SmallMolecule_804,Mivotilate
CN(c1[nH]c(=O)ccn1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(cc5)F,SmallMolecule_805,Mizolastine
c1nc(c(n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N,SmallMolecule_806,Mizoribine
Cc1ccc(c(c1)C(=O)N2CCN(CC[C@H]2C)c3nc4cc(ccc4o3)Cl)n5nccn5,SmallMolecule_807,Mk4305
CC(C)OC(=O)c1cnc(nc1c2cn(c3c2cccc3)C)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,SmallMolecule_808,Mobocertinib
c1cc(ccc1C(=O)NCCN2CCOCC2)Cl,SmallMolecule_809,Moclobemide
c1ccc(cc1)C(c2ccccc2)S(=O)CC(=O)N,SmallMolecule_810,Modafinil
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3cc(c(cc3C[C@H]2C(=O)O)OC)OC,SmallMolecule_811,Moexipril
COc1ccc(cc1)c2c(onc2c3ccc(cc3)OC)CC(=O)O,SmallMolecule_812,Mofezolac
c1cn(nn1)c2c[nH]n(c2=O)c3cc(ncn3)N4CCOCC4,SmallMolecule_813,Molidustat
CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2ccc(nc2=O)NO)O)O,SmallMolecule_814,Molnupiravir
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C,SmallMolecule_815,Mometasone
CC(C)(c1ccccc1CC[C@H](c2cccc(c2)/C=C/c3ccc4ccc(cc4n3)Cl)SCC5(CC5)CC(=O)O)O,SmallMolecule_819,Montelukast
CCOC(=O)Nc1ccc2c(c1)N(c3ccccc3S2)C(=O)CCN4CCOCC4,SmallMolecule_820,Moracizine
CN1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,SmallMolecule_821,Morphine
Cc1ncc(n1CC(CN2CCOCC2)O)[N+](=O)[O-],SmallMolecule_822,Morponidazole
CCOc1cc(c(cc1C(=O)NCC2CN(CCO2)Cc3ccc(cc3)F)Cl)N,SmallMolecule_823,Mosapride
COc1c2c(cc(c1N3C[C@@H]4CCCN[C@@H]4C3)F)c(=O)c(cn2C5CC5)C(=O)O,SmallMolecule_824,Moxifloxacin
Cc1nc(c(c(n1)Cl)NC2=NCCN2)OC,SmallMolecule_825,Moxonidine
Cc1ccccc1C(=O)Nc2ccc(cc2)C(=O)N3CCCC(c4c3cccc4)N(C)C,SmallMolecule_826,Mozavaptan
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O,SmallMolecule_827,Mupirocin
Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O)C(=O)OC2,SmallMolecule_828,Mycophenolate
CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,SmallMolecule_829,Nabilone
CCCCCc1cc(c(c(c1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,SmallMolecule_830,Nabiximols
CC(=O)CCc1ccc2cc(ccc2c1)OC,SmallMolecule_831,Nabumetone
CC1CCc2c3n1cc(c(=O)c3cc(c2N4CCC(CC4)O)F)C(=O)O,SmallMolecule_832,Nadifloxacin
CN(C/C=C/c1ccccc1)Cc2cccc3c2cccc3,SmallMolecule_833,Naftifine
COc1ccccc1N2CCN(CC2)CC(COc3cccc4c3cccc4)O,SmallMolecule_834,Naftopidil
CC(C)(c1nc(no1)c2ccccc2)NC(=O)C3=C([C@H]4[C@@]56CCN([C@@H]([C@@]5(C3)O)Cc7c6c(c(cc7)O)O4)CC8CC8)O,SmallMolecule_835,Naldemedine
CN([C@@H]1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CCN3CC6CC6)O)O)C(=O)/C=C/c7ccoc7,SmallMolecule_836,Nalfurafine
C=C1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CCN3CC6CC6)O)O,SmallMolecule_837,Nalmefene
COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3Cc4ccc(c5c4[C@]2([C@H]1O5)CCN3CC=C)O)O,SmallMolecule_838,Naloxegol
C=CCN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,SmallMolecule_839,Naloxone
c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CCN4CC6CC6)[C@@H](O2)C(=O)CC5)O)O,SmallMolecule_840,Naltrexone
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C3CCN(CC3)C,SmallMolecule_841,Naratriptan
CCCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@@H]3[C@@H](C3(C)C)CN2C(=O)[C@H](C(C)(C)C)NC(=O)NC4(CCCCC4)CS(=O)(=O)C(C)(C)C,SmallMolecule_842,Narlaprevir
CC([C@H]1CC[C@@H](CC1)C(=O)N[C@@H](C(=O)O)Cc2ccccc2)C,SmallMolecule_843,Nateglinide
c1cc2c(cc1F)CC[C@@H](O2)[C@H](CNC[C@@H]([C@@H]3CCc4cc(ccc4O3)F)O)O,SmallMolecule_844,Nebivolol
C1C(=O)O[Pt]O1,SmallMolecule_845,Nedaplatin
CCCc1c2c(cc3c1oc(cc3=O)C(=O)O)c(=O)cc(n2CC)C(=O)O,SmallMolecule_846,Nedocromil
